70,0,0,0,0,0,2,0
2,61,0,3,3,0,3,0
0,0,69,0,0,0,0,3
5,6,2,44,9,0,3,3
0,0,8,11,51,0,0,2
0,0,1,0,0,71,0,0
4,0,0,1,0,0,65,2
1,0,1,0,0,0,0,70
