70,0,0,0,0,0,1,1
1,66,0,3,1,0,1,0
0,0,68,0,3,0,0,1
1,3,0,51,11,0,3,3
1,1,3,8,57,1,1,0
0,1,0,0,3,68,0,0
3,2,0,3,0,1,62,1
2,0,0,2,0,0,0,68
