70,0,0,0,0,0,1,1
1,68,0,2,0,0,1,0
0,0,69,0,3,0,0,0
1,3,0,53,10,0,2,3
1,1,3,7,58,1,1,0
0,1,0,0,2,69,0,0
3,2,0,4,0,1,61,1
2,0,0,2,0,0,0,68
