70,0,0,0,0,0,2,0
4,55,0,8,2,0,3,0
0,0,70,0,2,0,0,0
4,1,0,58,5,0,3,1
0,0,3,9,57,2,1,0
0,0,0,0,0,72,0,0
4,0,0,2,0,0,65,1
2,0,2,0,0,0,0,68
