epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
12,0.8104719519615173,9.999999747378752e-06,0.5646602511405945,0.8253424763679504,0.5009379982948303
13,0.8101032376289368,9.999999747378752e-06,0.5340332388877869,0.823630154132843,0.47653907537460327
14,0.8193215131759644,9.999999747378752e-06,0.5222949981689453,0.8287671208381653,0.4630303978919983
15,0.8337020874023438,9.999999747378752e-06,0.49580392241477966,0.835616409778595,0.457110732793808
16,0.8285398483276367,9.999999747378752e-06,0.48126378655433655,0.8339040875434875,0.44618722796440125
17,0.8285398483276367,9.999999747378752e-06,0.47423407435417175,0.8390411138534546,0.43718427419662476
18,0.8318583965301514,9.999999747378752e-06,0.46260979771614075,0.840753436088562,0.4343244731426239
19,0.8473451137542725,9.999999747378752e-06,0.44097214937210083,0.840753436088562,0.4298020899295807
20,0.8510324358940125,9.999999747378752e-06,0.4408452808856964,0.8390411138534546,0.42308077216148376
21,0.8388643264770508,9.999999747378752e-06,0.4265740215778351,0.8493150472640991,0.41151392459869385
22,0.8569321632385254,9.999999747378752e-06,0.4047025740146637,0.8493150472640991,0.4120394289493561
23,0.8539823293685913,9.999999747378752e-06,0.4167436361312866,0.8441780805587769,0.40930458903312683
24,0.8558259606361389,9.999999747378752e-06,0.39223626255989075,0.8476027250289917,0.40864241123199463
25,0.8576695919036865,9.999999747378752e-06,0.3900970220565796,0.8527397513389587,0.3972959816455841
26,0.8672566413879395,9.999999747378752e-06,0.38873714208602905,0.8544520735740662,0.39648595452308655
27,0.862463116645813,9.999999747378752e-06,0.37588515877723694,0.857876718044281,0.3919930160045624
28,0.8683628439903259,9.999999747378752e-06,0.36282435059547424,0.857876718044281,0.39849892258644104
29,0.877212405204773,9.999999747378752e-06,0.3529921770095825,0.8698630332946777,0.38075584173202515
30,0.87131267786026,9.999999747378752e-06,0.35197776556015015,0.8681507110595703,0.37242844700813293
31,0.872787594795227,9.999999747378752e-06,0.3598264455795288,0.8681507110595703,0.37886175513267517
32,0.8794247508049011,9.999999747378752e-06,0.3373185992240906,0.8681507110595703,0.3728926479816437
33,0.8827433586120605,4.999999873689376e-06,0.34156614542007446,0.8698630332946777,0.36660128831863403
34,0.8831120729446411,4.999999873689376e-06,0.34513694047927856,0.8664383292198181,0.3673226237297058
35,0.8761062026023865,4.999999873689376e-06,0.33399152755737305,0.8664383292198181,0.36414432525634766
36,0.87868732213974,4.999999873689376e-06,0.33472421765327454,0.8681507110595703,0.3580210506916046
37,0.889011800289154,4.999999873689376e-06,0.3223363161087036,0.8698630332946777,0.35829922556877136
38,0.8738937973976135,4.999999873689376e-06,0.33435362577438354,0.8681507110595703,0.35986006259918213
39,0.8864306807518005,2.499999936844688e-06,0.33164581656455994,0.8681507110595703,0.3588311970233917
40,0.8879055976867676,2.499999936844688e-06,0.3151198625564575,0.8681507110595703,0.35567447543144226
41,0.8867993950843811,2.499999936844688e-06,0.3245469927787781,0.8698630332946777,0.3586350679397583
